name,genre,ratingValue,studios,episodes
Gamba: Gamba to Nakama-tachi,"['Adventure', 'Kids']",6.01,['Shirogumi'],1
Eikyuu Kazoku,"['Psychological', 'Comedy']",6.01,['Studio 4°C'],1
Duel Masters Movie 3: Honoo no Kizuna XX,"['Game', 'Shounen']",6.01,['add some'],1
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,"['Comedy', 'Sci-Fi', 'Shounen']",6.01,['Toei Animation'],1
Devilman Memorial,"['Action', 'Horror', 'Demons', 'Supernatural']",6.01,['Toei Animation'],1
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"['Comedy', 'Slice of Life']",6.01,['Seven'],12
Cello Hiki no Gauche (OVA),"['Drama', 'Fantasy', 'Music']",6.0,['add some'],1
Buddha Saitan,"['Psychological', 'Supernatural', 'Romance']",6.01,['Group TAC'],1
Bernard-jou Iwaku.,"['Comedy', 'School']",6.01,['Creators in Pack'],12
Bacterial Contamination,"['Dementia', 'Horror', 'Music']",6.01,['add some'],1
Yonimo Osoroshii Grimm Douwa,"['Dementia', 'Horror', 'Psychological']",6.02,['Group TAC'],3
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,"['Action', 'Fantasy']",6.02,['add some'],1
Usaru-san,['Kids'],6.02,['OLM'],4
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,['Comedy'],6.02,['add some'],1
Tales of the Rays,"['Game', 'Fantasy']",6.02,['Wit Studio'],2
Sword Gai The Animation,"['Action', 'Supernatural', 'Seinen']",6.02,"['Production I.G', 'DLE']",12
Spunky Afro Tiger Jet,"['Ecchi', 'Music']",6.02,['add some'],1
Dotanba no Manners,"['Comedy', 'Slice of Life']",6.02,['Eiken'],283
Document Taiyou no Kiba Dagram,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",6.02,['Sunrise'],1
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"['Action', 'Mecha', 'Historical']",6.02,['Sunrise'],1
Chokotto Anime Kemono Friends 3,"['Adventure', 'Comedy', 'Fantasy']",6.03,['add some'],Unknown
Bungaku Shoujo,['Music'],6.02,['HOTZIPANG'],1
Brand New Story,['Music'],6.02,['add some'],1
Bloody Bunny,['Comedy'],6.02,['Kachidoki Studio'],26
Birth,"['Action', 'Sci-Fi', 'Adventure', 'Comedy']",6.02,"['Kaname Productions', 'Idol']",1
Best Care Group,"['Slice of Life', 'Drama']",6.02,['add some'],3
Bannou Yasai Ninninman,"['Comedy', 'Supernatural']",6.02,['P.A. Works'],1
Angelique: Shiroi Tsubasa no Memoire,"['Sci-Fi', 'Harem', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",6.02,['add some'],2
Andersen Monogatari,"['Kids', 'Fantasy', 'Drama']",6.02,['Toei Animation'],1
Suki Desu Suzuki-kun!!,['Romance'],6.03,['add some'],2
Strobe Light,['Music'],6.02,['add some'],1
Strange+,"['Slice of Life', 'Comedy', 'Josei']",6.03,['Seven'],12
Stitch!,"['Adventure', 'Comedy', 'Kids']",6.03,['Madhouse'],25
Space Gundam V,"['Action', 'Comedy', 'Mecha']",6.03,['add some'],1
Slow Start: Web Yokoku Movie,['Slice of Life'],6.03,['A-1 Pictures'],11
Shoka,"['Action', 'Fantasy', 'Historical']",6.03,['Production I.G'],1
Shake-chan,['Comedy'],6.03,['add some'],1
Salamander,"['Adventure', 'Sci-Fi']",6.03,['Studio Pierrot'],3
Robotic Girl,['Music'],6.03,['add some'],1
Porong Porong Pororo 2,['Kids'],6.05,['add some'],52
Nisshin Seifun Group CM,"['Kids', 'Slice of Life']",6.02,['Studio Ghibli'],3
Mutekiou Tri-Zenon,"['Mecha', 'Sci-Fi']",6.03,['E&G Films'],22
Manga Nippon Mukashibanashi (Movie),['Historical'],6.03,['add some'],1
Mahou Shoujo Lyrical Nanoha Picture Drama,"['Comedy', 'Parody', 'Magic']",6.03,['add some'],1
Licca-chan Fushigi na Mahou no Ring,"['Adventure', 'Fantasy']",6.03,['Ajia-Do'],2
Koutetsu no Vendetta Episode 0,"['Action', 'Mecha', 'Military', 'Sci-Fi']",6.03,['add some'],1
Kerokko Demetan,"['Kids', 'Fantasy', 'Comedy']",6.03,['Tatsunoko Production'],39
Keifuku-san,['Fantasy'],6.03,['add some'],1
Kashou no Tsuki: Aki Kyougen,"['Historical', 'Supernatural', 'Romance', 'Shoujo']",6.03,['add some'],2
Hello Kitty no Yume Dorobou,"['Fantasy', 'Kids']",6.03,['add some'],1
Hello Kitty no Yuki no Joou,"['Kids', 'Fantasy']",6.03,['add some'],1
Agigongryong Doolie (2009),"['Adventure', 'Kids']",6.03,['add some'],26
100-man-nen Chikyuu no Tabi: Bander Book,['Sci-Fi'],6.03,['add some'],1
"""Star""t",['Music'],6.03,['add some'],1
Yokohama Meibutsu: Otoko Katayama-gumi!,"['Action', 'School', 'Shounen']",6.04,['add some'],2
Wind: A Breath of Heart (TV),"['Drama', 'Romance', 'School', 'Supernatural']",6.04,['Radix'],13
Vocaloid China Project Senden Animation,"['Music', 'Fantasy']",6.04,['add some'],5
"Umi no Yami, Tsuki no Kage","['Romance', 'Drama', 'Horror']",6.04,['add some'],3
Time Bokan Series: Zenderman,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Mecha']",6.04,['Tatsunoko Production'],52
Suntory Minami Alps no Tennensui,"['Drama', 'School']",6.04,['add some'],3
Stitch!: Zutto Saikou no Tomodachi Special,"['Adventure', 'Comedy', 'Kids']",6.04,['Shin-Ei Animation'],1
Still,['Music'],6.04,['add some'],1
Sougen no Ko Tenguri,"['Adventure', 'Historical', 'Kids', 'Drama']",6.04,['Shin-Ei Animation'],1
Sengoku Kitan Youtouden,"['Action', 'Demons', 'Martial Arts']",6.04,['J.C.Staff'],3
Seikon no Qwaser Picture Drama,['Ecchi'],6.04,['TAKI Corporation'],16
Puttsun Make Love,"['Comedy', 'Ecchi', 'Romance']",6.04,['add some'],6
Piano (TV),"['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']",6.04,['OLM'],10
Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,"['Comedy', 'Parody']",6.04,['Studio Pierrot'],1
Osomatsu-san VR,"['Comedy', 'Parody', 'Supernatural']",6.04,['add some'],1
Okon Joururi,"['Fantasy', 'Historical', 'Drama']",6.04,['add some'],1
Nessa no Haou Gandalla,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Music', 'Sci-Fi', 'Supernatural']",6.04,['Production Reed'],26
Najica Dengeki Sakusen,"['Action', 'Ecchi', 'Comedy', 'Sci-Fi']",6.04,"['Studio Fantasia', 'Amber Film Works']",12
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,"['Action', 'Comedy']",6.04,['DLE'],2
Marie & Gali ver. 2.0,['Comedy'],6.04,['Toei Animation'],30
Koisuru Tenshi Angelique: Chibi Character Adventure,"['Adventure', 'Comedy']",6.04,['add some'],1
Kaseki Dorobou to Kyouryuuseki,"['Adventure', 'Kids']",6.04,['add some'],1
Itsudatte My Santa!,"['Ecchi', 'Fantasy', 'Romance', 'Comedy', 'Shounen']",6.04,['TNK'],2
I''s,"['Romance', 'Drama']",6.04,['Studio Pierrot'],2
Hana wa Saku: Touhoku ni Saku,"['Fantasy', 'Kids']",6.04,['add some'],1
Haitai Nanafa 2nd Season,"['Comedy', 'Supernatural']",6.04,['Passione'],13
Fumoon,['Sci-Fi'],6.04,['add some'],1
Duel Masters Victory,"['Action', 'Adventure', 'Comedy', 'Shounen']",6.04,['add some'],52
Detatoko Princess,"['Comedy', 'Fantasy']",6.04,['J.C.Staff'],3
Daikyouryuu Jidai,['Sci-Fi'],6.04,['Toei Animation'],1
Cure Miracle to Mofurun no Mahou Lesson,"['Action', 'Slice of Life', 'Magic', 'Fantasy', 'School', 'Shoujo']",6.04,['add some'],1
Megumi,['Historical'],6.05,['add some'],1
Mechakko Dotakon,"['Comedy', 'Sci-Fi']",6.05,['add some'],28
MahoYome: Aisatsu,['Parody'],6.05,"['W-Toon Studio', 'DMM.futureworks']",1
Lime-iro Senkitan,"['Drama', 'Ecchi', 'Harem', 'Historical', 'Mecha', 'Supernatural']",6.05,['Studio Hibari'],13
Kujakuou,"['Action', 'Demons', 'Horror']",6.05,['add some'],3
Kimi no Sumu Machi,['Comedy'],6.05,['J.C.Staff'],1
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,"['Action', 'Police', 'Vampire', 'Fantasy']",6.05,['Anima&Co.'],12
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,['Magic'],6.05,['J.C.Staff'],12
Junk Boy,"['Comedy', 'Romance', 'Ecchi']",6.05,['Madhouse'],1
Ichirin-sha,"['Action', 'Mecha', 'Sci-Fi', 'Seinen']",6.05,['Nomad'],1
Gegege no Kitarou: Kitarou Tanjou-hen,['Supernatural'],6.05,['Toei Animation'],1
First Squad: The Moment of Truth,"['Action', 'Historical', 'Military', 'Super Power', 'Supernatural']",6.05,['Studio 4°C'],1
Don Chuck Monogatari,"['Adventure', 'Kids', 'Slice of Life']",6.05,['add some'],26
Cosmic Break,"['Game', 'Drama', 'Mecha']",6.05,['add some'],4
Circlet Princess,"['Action', 'School', 'Sci-Fi', 'Sports']",6.05,['Silver Link.'],12
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"['Mecha', 'Sci-Fi', 'Space']",6.05,['add some'],4
Chika Gentou Gekiga: Shoujo Tsubaki,"['Drama', 'Historical', 'Horror']",6.05,['add some'],1
Afraid To Be Cool / Raise Me Up,['Music'],6.05,['HOTZIPANG'],2
Youjo Shenki Episode 0,['Parody'],6.06,['Studio PuYUKAI'],1
Yoiko no Rekishi Anime: Ookina Kabu (Kabu),"['Comedy', 'Parody']",6.06,['Khara'],1
Umi no Triton (1979),"['Adventure', 'Fantasy', 'Shounen']",6.06,['add some'],2
Ultra Nyan 2: The Great Happy Operation,"['Comedy', 'Kids']",6.06,['add some'],1
Turning Girls,"['Comedy', 'Slice of Life']",6.06,['Trigger'],7
Tomorrow's Song,"['Music', 'Kids']",6.06,['add some'],1
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,"['Fantasy', 'Shounen']",6.06,['Toei Animation'],1
Time Bokan Series: Gyakuten Ippatsuman,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",6.06,['Tatsunoko Production'],58
Time Bokan 2000: Kaitou Kiramekiman,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",6.06,['Tatsunoko Production'],26
Thermae Romae x LOFT Collaboration,"['Comedy', 'Historical', 'Seinen']",6.06,['DLE'],1
Soliton no Akuma,"['Military', 'Drama', 'Sci-Fi']",6.06,['add some'],1
Shisha no Sho,"['Drama', 'Supernatural']",6.06,['add some'],1
Shin SOS Dai Tokyo Tankentai,['Adventure'],6.06,['Sunrise'],1
Samurai Gun,"['Action', 'Historical', 'Seinen']",6.06,['Studio Egg'],12
Riki-Oh: Toukatsu Jigoku,"['Action', 'Martial Arts', 'Super Power', 'Seinen']",6.06,['Magic Bus'],1
Nine: Kanketsu-hen,"['Sports', 'Romance', 'School', 'Shounen']",6.06,['add some'],1
Duel Masters VS,"['Action', 'Adventure', 'Comedy', 'Shounen']",6.06,['Ascension'],49
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,"['Comedy', 'Sci-Fi', 'Shounen']",6.06,['Toei Animation'],1
Dorei-ku The Animation,"['Drama', 'Psychological']",6.06,"['TNK', 'Zero-G']",12
"Dorami-chan: Wow, The Kid Gang of Bandits",['Fantasy'],6.06,['add some'],1
Dorami-chan: A Blue Straw Hat,"['Kids', 'Fantasy']",6.06,['add some'],1
Cyborg 009: Kaijuu Sensou,"['Action', 'Adventure', 'Sci-Fi']",6.06,['add some'],1
Boku wa Koko de Ikiteiku,"['Kids', 'Music']",6.06,['Echoes'],1
Amanatsu,['Sci-Fi'],6.06,['Kamikaze Douga'],1
Akai Kiba: Blue Sonnet,"['Action', 'Drama', 'Sci-Fi', 'Shoujo', 'Super Power']",6.06,['Tatsunoko Production'],5
A.D. Police (TV),"['Action', 'Sci-Fi', 'Mecha', 'Shounen']",6.06,['Plum'],12
47 Todoufuken R,"['Comedy', 'Kids']",6.06,['add some'],12
2020 Nyeon Ujuui Wonder Kiddy,"['Sci-Fi', 'Space']",6.06,['add some'],13
Tono to Issho 1.5,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']",6.07,['Gathering'],1
Tobira wo Akete (1995),"['Dementia', 'Fantasy']",6.07,['Studio 4°C'],1
Thermae Romae: Kodai Romajin ga Uchuu e,"['Space', 'Comedy', 'Seinen']",6.07,['DLE'],1
Stitch! Perfect Memory,"['Sci-Fi', 'Adventure', 'Comedy', 'Kids']",6.06,['Shin-Ei Animation'],1
Shinya! Tensai Bakabon,"['Slice of Life', 'Comedy']",6.07,['Pierrot Plus'],12
Puchitto Gargantia: Marumaru no Gargantia,"['Sci-Fi', 'Comedy', 'Mecha']",6.07,['Production I.G'],1
Porong Porong Pororo,['Kids'],6.07,['add some'],52
Petit☆Dream Stars! Let's La Cooking? Showtime!,"['Slice of Life', 'Magic', 'Fantasy']",6.07,['Toei Animation'],1
Persona 3 the Movie Meets “Walkman”,['Drama'],6.07,['A-1 Pictures'],1
Perman: Birdman ga Yatte Kita!!,"['Kids', 'Adventure', 'Comedy', 'Super Power']",6.07,['Shin-Ei Animation'],1
Patalliro Saiyuuki! Special,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']",6.07,['add some'],1
Oh! Super Milk-chan,"['Action', 'Parody', 'Comedy', 'Sci-Fi']",6.07,['Studio Pierrot'],12
Nekketsu Jinmen Inu: Life Is Movie,"['Parody', 'Comedy', 'Mystery']",6.07,['add some'],3
Mousou Kagaku Series: Wandaba Style,"['Comedy', 'Sci-Fi']",6.07,['TNK'],12
Moom,['Kids'],6.06,['Tonko House'],1
Microid S,"['Action', 'Sci-Fi']",6.07,['Toei Animation'],26
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"['Romance', 'School', 'Shounen Ai']",6.07,['add some'],1
Manga Nippon Mukashibanashi,['Historical'],6.07,['add some'],12
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,['Music'],6.07,['ufotable'],1
Legend of Crystania,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",6.07,['add some'],3
KutsuDaru.,"['Fantasy', 'Kids', 'School', 'Slice of Life']",6.07,['Egg'],48
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",['School'],6.07,['Studio Deen'],1
Be-Bop Kaizokuban,"['Comedy', 'School', 'Seinen']",6.07,['Toei Animation'],3
Anime Tenchou,"['Action', 'Parody']",6.07,['Gainax'],1
Anime Rakugo Kan,['Comedy'],6.07,['add some'],8
Yuusei Shounen Papii,"['Action', 'Sci-Fi', 'Space', 'Super Power']",6.08,['Eiken'],52
Yoshimune,"['Comedy', 'Historical']",6.08,['add some'],24
Town Workers,['Slice of Life'],6.08,['Rockwell Eyes'],3
The Choujo,"['Comedy', 'Sci-Fi', 'Super Power']",6.08,['Studio Pierrot'],1
Soratobu Toshi Keikaku,"['Sci-Fi', 'Music', 'Space']",6.08,['add some'],1
Shoujo☆Conto All Starlight,"['Music', 'Comedy', 'School']",6.08,"['Kinema Citrus', 'Imagica Lab.']",26
Shiratori Reiko de Gozaimasu!,"['Comedy', 'Romance']",6.08,['Ajia-Do'],1
Shining Hearts: Shiawase no Pan Specials,['Fantasy'],6.08,['Production I.G'],6
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",6.08,['add some'],1
Sekai Douwa Anime Zenshuu,"['Adventure', 'Kids', 'Fantasy']",6.08,['add some'],10
School Days ONA,"['Romance', 'School', 'Drama']",6.08,['add some'],1
Samuraider: Nazo no Tenkousei,"['Action', 'Drama', 'Samurai']",6.08,['add some'],1
Rita to Nantoka,['Slice of Life'],6.08,['Nippon Animation'],26
Rainbow Sentai Robin,"['Action', 'Adventure', 'Sci-Fi']",6.08,['Toei Animation'],48
Poputepipikku Specials,"['Comedy', 'Parody']",6.08,['add some'],3
Pochacco no Jack to Mame no Ki,"['Kids', 'Fantasy']",6.08,['add some'],1
Paris no Isabelle,"['Historical', 'Drama']",6.08,['DAX Production'],13
Otogi Manga Calendar,['Historical'],6.08,['add some'],312
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,['Comedy'],6.08,['Creators in Pack'],1
Norn9: Norn+Nonet Recap,"['Adventure', 'Romance', 'Fantasy', 'Josei']",6.08,['Kinema Citrus'],1
Mobile Suit SD Gundam Festival,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Parody']",6.08,['Sunrise'],1
Mitsuwano,['Slice of Life'],6.08,['Zexcs'],1
Mitsu x Mitsu Drops,"['Drama', 'Romance', 'School', 'Shoujo']",6.08,['add some'],2
MAPS: Densetsu no Samayoeru Seijin-tachi,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Shounen']",6.08,['add some'],1
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,"['Comedy', 'Parody', 'Magic']",6.08,['add some'],2
Kumi to Tulip,"['Kids', 'Sci-Fi']",6.08,['Tezuka Productions'],1
Kimagure Robot,"['Comedy', 'Fantasy', 'Sci-Fi']",6.08,['Studio 4°C'],10
Kero Kero Keroppi no Christmas Eve no Okurimono,"['Fantasy', 'Kids']",6.08,['add some'],1
Kaze no Toori Michi,"['Music', 'Kids']",6.08,"['Studio Ghibli', 'Ajia-Do']",1
Jack Nicholson,"['Action', 'Drama', 'Music']",6.08,['add some'],1
Itazura Majo to Nemuranai Machi,"['Action', 'Police', 'Magic', 'Fantasy']",6.08,['SANZIGEN'],1
Wooser no Sono Higurashi: Ken to Pants to Wooser to,"['Slice of Life', 'Comedy', 'Fantasy']",6.09,['SANZIGEN'],1
Tondemo Nezumi Daikatsuyaku,['Adventure'],6.09,['Nippon Animation'],1
Takane no Jitensha,"['Fantasy', 'School']",6.09,['A-1 Pictures'],1
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"['Action', 'Martial Arts', 'Historical', 'Shounen']",6.09,['add some'],1
Sound & Fury,"['Sci-Fi', 'Music', 'Samurai']",6.09,['add some'],1
Show By Rock!!: Legend of Shingan Crimsonz,"['Comedy', 'Music']",6.09,['add some'],3
Shin Kujakuou,"['Action', 'Demons', 'Horror']",6.09,['Madhouse'],2
Senjuushi: Kijuushi-tachi no Happy Birthday!,"['Action', 'Military']",6.09,['TMS Entertainment'],1
Scratch x One Piece Film: Gold,"['Fantasy', 'Shounen']",6.09,['add some'],1
Rikaisha,['Music'],6.09,['Shirogumi'],1
Noraneko,['Comedy'],6.09,['add some'],1
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,['Music'],6.09,['add some'],1
Mou Hitotsu no Mirai wo.,['Sci-Fi'],6.09,['Production I.G'],3
Mobile Suit SD Gundam Mk IV,"['Mecha', 'Parody', 'Sci-Fi']",6.09,['Sunrise'],2
Miss Monochrome: Watashi dake no Monogatari,['Music'],6.09,['add some'],1
Marvel Future Avengers 2nd Season,"['Action', 'Super Power', 'Kids']",6.09,['Madhouse'],13
Mameneko,['Slice of Life'],6.09,['Charaction'],12
Mahou Shoujo Nante Mou Ii Desukara. Second Season,"['Comedy', 'Magic']",6.09,['Pine Jam'],12
M3: Sono Kuroki Hagane Recap,"['Action', 'Mecha']",6.1,"['Satelight', 'C2C']",1
Lunn wa Kaze no Naka,"['Drama', 'Romance']",6.09,['Tezuka Productions'],1
Lovely Movie: Itoshi no Muco Season 2,['Slice of Life'],6.08,['Doga Kobo'],22
Licca-chan no Nichiyoubi,['Adventure'],6.09,['add some'],1
Lao Fu Zi Fan Dou Zhen Tan,"['Comedy', 'Seinen']",6.08,['add some'],1
Kuroi Kikori to Shiroi Kikori,['Fantasy'],6.09,['add some'],1
Kikou Heidan J-Phoenix: PF Lips Shoutai,"['Comedy', 'Mecha']",6.09,['J.C.Staff'],3
Hoshi no Ko Poron,['Sci-Fi'],6.09,['add some'],260
Hokuto no Ken: Legend of Heroes,"['Action', 'Martial Arts']",6.09,['Toei Animation'],1
Himitsukessha Taka no Tsume NEO,"['Comedy', 'Parody', 'Super Power']",6.09,['DLE'],38
Hello Kitty no Hansel to Gretel,"['Fantasy', 'Kids']",6.09,['add some'],1
Gokujo.: Souda Onsen ni Ikou!!,"['Ecchi', 'Comedy', 'Shoujo Ai']",6.09,['LMD'],1
Code Geass: Hangyaku no Lelouch R2 Omake Flash,['Parody'],6.09,"['Sunrise', 'Bandai Visual']",9
Choujuu Kishin Dancougar: Juusenki-tai Songs,"['Action', 'Sci-Fi', 'Mecha']",6.09,['add some'],1
Catman,"['Slice of Life', 'Fantasy', 'Comedy']",6.09,['add some'],7
Barbapapa Sekai wo Mawaru,"['Adventure', 'Comedy']",6.09,['Studio Pierrot'],50
Pikaia!,"['Drama', 'Kids', 'Slice of Life']",6.1,"['Production I.G', 'OLM']",13
Pankis! 2-jigen,"['Comedy', 'Music']",6.1,['DLE'],24
Nobara no Julie,"['Adventure', 'Historical', 'Music', 'Drama']",6.1,['add some'],13
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"['Comedy', 'Martial Arts', 'Slice of Life']",6.1,['Shin-Ei Animation'],1
Nineteen 19,"['Romance', 'Drama']",6.1,['Madhouse'],1
Mouse,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Shounen']",6.1,"['Studio Deen', 'Studio Hibari', 'Production Reed']",12
Monkey Magic,"['Kids', 'Adventure', 'Fantasy']",6.1,['Group TAC'],13
Midnight Crazy Trail,[],6.1,['Picona'],1
Metal Fighter Miku,"['Sci-Fi', 'Comedy', 'Sports', 'Shounen']",6.1,['J.C.Staff'],13
Metal Fight Beyblade Zero G Specials,"['Adventure', 'Sports']",6.1,"['Tatsunoko Production', 'SynergySP']",7
Mahou no Star Magical Emi: Semishigure,"['Comedy', 'Magic', 'Shoujo']",6.1,['Studio Pierrot'],1
Koneko no Studio,['Comedy'],6.1,['Toei Animation'],1
Koi to Byounetsu,['Music'],6.1,['add some'],1
Kemono to Chat,['Comedy'],6.1,['Indeprox'],1
Ippatsu Kanta-kun,"['Action', 'Kids', 'Adventure', 'Sports', 'Comedy']",6.1,['Tatsunoko Production'],53
Ikebukuro PR Anime,['Fantasy'],6.1,['Shaft'],1
Huckleberry no Bouken (Movie),"['Adventure', 'Historical', 'Drama']",6.1,['add some'],1
Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6.08,['add some'],1
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"['Comedy', 'Romance', 'Drama']",6.1,['add some'],1
Hey! Bumboo,"['Adventure', 'Cars', 'Kids']",6.1,['Nippon Animation'],130
Hei Mao Jing Zhang (1992),"['Action', 'Adventure', 'Cars', 'Comedy', 'Kids', 'Police']",6.1,['Shanghai Animation Film Studio'],12
Hajimari no Boukensha-tachi: Legend of Crystania,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",6.1,['Triangle Staff'],1
Goulart Knights: Evoked the Beginning White,"['Action', 'Drama', 'Fantasy', 'Shoujo', 'Supernatural']",6.1,['Studio Blanc'],1
Ghost Messenger Movie,"['Action', 'Supernatural']",6.1,['Studio Animal'],1
Fuyu no Hi,['Historical'],6.1,['add some'],1
Futari no Joe,"['Shounen', 'Sports']",6.1,['add some'],6
Captain Future: Kareinaru Taiyokei Race,"['Action', 'Adventure', 'Sci-Fi']",6.1,['add some'],1
Boku no Son Gokuu,"['Kids', 'Adventure', 'Fantasy']",6.1,['add some'],1
Bem,"['Action', 'Demons', 'Supernatural']",6.1,"['Production I.G', 'LandQ studios']",12
"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",['Kids'],6.1,['TMS Entertainment'],1
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Slice of Life']",6.1,"[""Brain's Base""]",6
Agigongryong Doolie,"['Adventure', 'Kids']",6.1,['add some'],6
Adachi-ga Hara,['Sci-Fi'],6.1,['Tezuka Productions'],1
Zero Duel Masters,"['Adventure', 'Comedy', 'Game', 'Sports']",6.11,['add some'],12
Muybridge no Ito,['Drama'],6.11,['add some'],1
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",6.11,['Sunrise'],1
"Misenai Namida wa, Kitto Itsuka","['Fantasy', 'Music']",6.11,['add some'],1
Metropolis (2009),[],6.1,['add some'],1
Mars,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",6.11,['add some'],2
Love♥Love? Specials,"['Ecchi', 'Comedy', 'Harem', 'Romance']",6.11,"['Imagin', 'Studio Live']",4
Larva 2nd Season,['Comedy'],6.12,['add some'],34
Kero Kero Keroppi no Ganbare! Keroppooz,"['Kids', 'Fantasy', 'Sports']",6.11,['add some'],1
Kero Kero Keroppi no Aladdin to Mahou no Lamp,"['Kids', 'Fantasy']",6.11,['add some'],1
Ken En Ken: Aoki Kagayaki,"['Action', 'Adventure', 'Demons', 'Magic', 'Martial Arts', 'Fantasy']",6.11,['Studio Deen'],13
Kaze wo Nuke!,['Sports'],6.11,['Madhouse'],1
Kara no Kyoukai: Mirai Fukuin - Manner Movie,['Drama'],6.11,['ufotable'],1
Kaitei Sanman Mile,"['Adventure', 'Fantasy']",6.11,['Toei Animation'],1
Ichigeki Sacchuu!! Hoihoi-san,"['Comedy', 'Sci-Fi', 'Slice of Life']",6.11,['Daume'],1
Himitsukessha Taka no Tsume MAX,"['Comedy', 'Parody', 'Super Power']",6.11,['DLE'],38
Himitsu no Akko-chan (Movie),"['Magic', 'School', 'Shoujo']",6.11,['Toei Animation'],1
Gunslinger Stratos,"['Action', 'Sci-Fi']",6.1,['add some'],1
Gasshin Sentai Mechander Robo,"['Space', 'Mecha', 'Military', 'Mystery', 'Sci-Fi']",6.11,['add some'],35
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,"['Comedy', 'Ecchi', 'Parody', 'School', 'Shounen']",6.11,['add some'],5
DNA Sights 999.9,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.11,['Madhouse'],1
Detective Conan vs. Wooo,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",6.11,['TMS Entertainment'],2
Cybot Robocchi,"['Comedy', 'Sci-Fi']",6.11,['add some'],39
Caligula,"['Action', 'Sci-Fi']",6.11,['Satelight'],12
Bobby ni Kubittake,"['Drama', 'Romance', 'Slice of Life']",6.11,['Madhouse'],1
Batsu & Terry,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",6.11,['Sunrise'],1
Bakumatsu Rock,"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']",6.11,['Studio Deen'],12
Attraction,['Mystery'],6.11,['Studio 4°C'],1
Akuemon,"['Fantasy', 'Romance']",6.11,['Tezuka Productions'],1
Aftermath,"['Military', 'Music', 'Drama']",6.11,['add some'],1
Yowai Mushi,"['Drama', 'Music']",6.12,['add some'],1
World Calling,['Music'],6.12,['add some'],1
Towa no Kizuna,['Music'],6.12,['add some'],1
Toki no Tabibito: Time Stranger,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",6.12,['Madhouse'],1
